arg1,arg2,word,sentence,verb_idx,label
этот,остальной,ангел,А от того какой Мышкин зависит полностью все остальное Будет он ангелом все остальные поневоле будут марионетками В старом фильме так и получилось талантливая игра в куклы ,3 ,1
могучий,,ангел,А помните князь кто провозгласил что времени больше не будет Это провозглашает огромный и могучий ангел в Апокалипсисе Лучше не читать воскликнул вдруг Евгений Павлович но с таким нежданным в нем видом беспокойства что многим показалось это странным ,1 ,0
прекрасный,небесный,ангел,А помнишь ли ты меня все Тамарой называл прибавила она после нескольких минут молчания Да Прекрасна как ангел небесный как демон коварна и зла воскликнул Бакланов А может быть я и в самом деле такая подхватила Софи лукаво ,1 ,0
прекрасный,господень,ангел,арной двери в храме преп Сергия в Кирилло-Белозерском монастыре между прочими назидательными сюжетами из Палеи и Патериков изобразил как Ангел Господень Адама и Евву на дело ручное наставляет Самый разительный пример сочетания апокрифических сказаний с мифологическими преданиями представляет нам знаменитый стих о Голубиной книге о котором не раз говорено мной в разных местах ,1 ,0
прекрасный,свой,ангел,Архангел вел под уздцы твою лошадь Ангелы своими крыльями поддерживали твоего коня когда он распластавшись в воздухе словно белый орел перелетал через бездонные пропасти Какое доброе намерение привело тебя сюда ,1 ,0
прекрасный,,ангел,А сверху в окно смеясь заглядывало небо Оно было синее-синее и глубокое как взгляд молящегося ангела Ни облачка ни тучки ,1 ,0
прекрасный,,ангел,а святой как наилучший ее выразитель свое эмпирическое существование соделавший прозрачным так что чрез него нам светит благороднейший свет данного имени И все-таки имя онтологически первое а носитель его хотя бы и святой второе самому Господу еще не зачавшемуся на земле было предуготовано от вечности имя принесенное Ангелом Тем более люди ,1 ,0
прекрасный,,ангел,А сегодня и сейчас очень нервы только нервы реагировали вчера била дрожь в ногах и спине когда сказала крупная как барабанная дробь ни сознание ни дух ни сердце не ответили ничем только кротости и нежности было больше от этого она и заплакала Не скажу я простил но не мне прощать ангела Даже если мое начало свет ее начало ангельское ,3 ,1
прекрасный,,ангел,А сие самое и есть уже для других некоторым довольным ко внутреннему благолепию руководством Пусть кто как хочет думает но человек не Ангел не может мысль наша быть пораженна ежели чувства наперед не тронуты ни мало Дух наш с телом соединен столь тесным союзом что чем большее есть чувств ударение тем сильнейшее воображение мыслей ,3 ,1
прекрасный,,ангел,а стоял правитель Борис Годунов в шапке мурманке в верхней златой одежде на опашку В палате Золотой на своде и стенах также представлялись Священная и Российская история вместе с некоторыми аллегорическими лицами добродетелей и пороков времен года и феноменов природы весна изображалась отроковицею лето юношею осень мужем с сосудом в руке зима старцем с обнаженными локтями четыре Ангела с трубами знаменовали четыре ветра В некоторых картинах на свитках слова были писаны связью или невразумительными чертами вместо обыкновенных букв ,2 ,0
прекрасный,,ангел,А тихие дети окружили Егорку и Гришу в широкий стали круг и увлекли их в легком круговом движении хоровода Государи мои ангелы вскрикивал Егорка кружась и ликуя личики ваши светленькие оченьки ваши ясненькие рученьки ваши беленькие ноженьки ваши легонькие Ништо я на земле ништо я в раю ,1 ,0
прекрасный,,ангел,атмосферу Иногда мне кажется что я живу в раю и рядом порхают три ангела Лена и мои очаровательные дочки Вика и Сашенька ,1 ,0
прекрасный,небесный,ангел,А тут гляжу явились ко мне в тюрьму середь ночи трое парней Думал я ангелы небесные Нет наши ж парни Ванька Степка да Тереха что у кричных молотов робят ,1 ,0
прекрасный,божий,ангел,А ты пожалуй братец мертв сказал Хозяин и отбросил шприц И не доктор я Я ангел Божий Ты мой бред сказал Упрямец и обхватил голову руками ,1 ,0
прекрасный,,ангел,а ты спал а я затаив дыхание думал что же с тобой происходит Когда младенцы так улыбаются сказала потом моя мать это значит их ангелы забавляют Вот и теперь сидя над ежиком на мой вопрос ответил ты неясной своей улыбкой и промолчал и я так и не понял помнишь ли ты зиму ,3 ,1
прекрасный,небесный,ангел,А уж как бы мы-то ваше превосходительство рады были точно бы промеж нас тут царствие небесное поселилося ни шуму ни гаму ни свары тихо благородно И сколько мы ваше превосходительство вас здесь ждем так это даже сказать невозможно точно вот ангела небесного ждем истинное это слово говорю Комната в которую Стрелов привел Петеньку смотрела светло и опрятно некрашеный пол был начисто вымыт и снабжен во всю длину полотняною дорожкой по стенам и у окон стояли красного дерева стулья с деревянными выгнутыми спинками и волосяным сиденьем посредине задней стены был поставлен такой же формы диван и перед ним продолговатый стол с двумя креслами по бокам в углу виднелась этажерка с чашками и небольшим количеством серебра ,1 ,0
прекрасный,наш,ангел,А уж как он про тебя-то пишет так слезы и льются так и льются Ангелу нашему телохранителю пишет посылаю двадцать фунтов ландрину и десять фунтов чаю самого лучшего из Сибири передайте ей что я до гроба ее верный ученик и благодарный чем только могу как достиг этой ступени так ее и вспомнил Я слышал как Марфинька целовалась с бабой как обе всхлипывали баба от радости что сын ее стал комиссаром по всем ландринам Марфинька ,1 ,0
прекрасный,господень,ангел,А уж так батушка она госпожа моя умела человека и ожесточить и утешить И ожесточила и утешила как разве только один ангел господень может утешить сейчас же отозвался карлик В сокровенныя души бывало человека проникнет и утешит а мановением своим вся благая для него и совершит ,1 ,0
прекрасный,,ангел,А у меня это само собой давно сложилось что Л знает все и я давно в тревоге о том что я ленив как-то сонлив и не умею спрашивать Лучший образ ее как ангел у сапожника до сих пор у меня ничуть не помрачился В 1945 году он запишет В глубине своей мне кажется она все знает и в ней содержится ответ на всякий вопрос глубокого сознания ,3 ,1
прекрасный,,ангел,А у нас получается такая картина что уступаю только я а ты делаешь все что хочешь и не считаешься со мной ни на копейку Семочка скороговоркой и шепотом отвечала Марийка привалившись к нему ангел мой котик мой прямо совести у тебя нет ну когда же я с тобой не считалась Я тебя просил сказал Лукашин оказать мне пустяковую услугу я говорю о кожаной куртке ты отказала ,3 ,1
прекрасный,,ангел,А у пятой женщины один сын был и умер И она была рада тому что он больше не мучается на этом свете а целыми днями слушает пение ангелов и серафимов А у шестой женщины было пять человек детей и четверо из них погибли во время войны ,1 ,0
прекрасный,,ангел,А у физиков есть такая вещь как практический результат выгода экономия польза производству Тут хоть ангелов в формулы приплети была бы прибыль У нас наука или Римская империя ,3 ,1
прекрасный,,ангел,Ах ангел мой Надежда Францевна здравствуйте Очень очень рада вас видеть ,3 ,1
прекрасный,наш,ангел,Ах как мне все эти разговоры надоели Молода еще ты ангел мой вот как до наших лет доживешь так и не будут надоедать тогда и птички и цветочки прискучат Так только для этого и жить чтоб дожить до того чтоб со сладостью толковать о запашке да о хозяйстве ,3 ,1
прекрасный,,ангел,Ах Сенечка если б ты всегда был такой Нельзя мой ангел Он опять слегка напыжился ,3 ,1
прекрасный,свой,ангел,Ацлельпони сильно побледнела рассказывая вполголоса эту историю она смотрела прямо перед собою глаза ее странно светились в плохо освещенной божнице и несколько раз дрожь пробежала по ее плечам Видно было что она всей душой верит в каждое слово не только ангела но и свое Махбонай слушал склонив голову на бок и только раз искоса но пристально взглянул на нее и увидел сквозь морщины и огрубелую кожу что в юности вероятно эта женщина была хороша собою после этого он настойчиво смотрел в потолок ,3 ,1
прекрасный,,ангел,А что говорила Соня Ах она ангел Она вами очарована ,3 ,1
прекрасный,,ангел,А что из этого вышло Мне она тоже была до свадьбы ангелом а затем тотчас же стала рычать и лаяться псой ,3 ,1
прекрасный,,ангел,А что это за каналья у меня была Тут все перестали улыбаться и ангел ответил уклончиво что это так какой-нибудь мелкий аферист не стоит обращать внимания тем не менее он убедительно просит гражданина профессора держать в полной тайне происшествие сегодняшнего вечера И гости ушли ,3 ,1
наш,который,ангел,А это оказывается набор для угонщиков продавался Вернее не совсем для них а для служб американских вроде нашего Ангела которые приезжают к тем ротозеям что ключи потеряли С помощью набора можно и замок лю ,3 ,1
наш,,ангел,А этот который спрашивал наклонился и смотрит на меня И я не знаю черт он али ангел И мне хочется любить его и боюсь и плачу ,3 ,1
наш,,ангел,А я боюсь Смотрю на картинку у его постели как отходит старый человек а его душенька в голубом халатике трепещет сложив крестиком ручки на груди а над нею Ангел стоит и скорбно смотрит как эти зеленые на пороге жмутся душу хотят забрать а все боятся-корчатся должно быть тот старичок праведной жизни был Горкин видит как я смотрю всегда я в страхе гляжу на ту картинку и говорит ,1 ,0
наш,,ангел,А я видел тебя И позволь признаться что ты не был белым ангелом со сверкающим мечом Все зависит от того откуда смотришь ,1 ,0
наш,,ангел,А я на вас бы полюбовался По части живописи из ученических работ особенно замечательного ничего нет кроме программы Петровского Явление ангела пастухам Зато скульпторы отличились Рамазанов и Ставассер особенно Ставассер ,2 ,0
наш,,ангел,А я нароком ангел мой его Ореста-то Алексеича угнал отсель потому юнош хоть умен умен а все еще в мыслях не тверд как бы речей посторонних которых не вывел из нашего дела Марья Григорьевна ,3 ,1
наш,,ангел,А Яше под слова сестры вспоминались только что слышанные злые наветы на ученых на учащихся на молодежь и сердце его начинала сосать невидимая змея Он в ужасе и в восторге глядел на сестру которая казалась ему сейчас ангелом и думал Ведь и Дуню могут убить А она рассказывала ему о своих мечтах и надеждах о своем будущем счастье ,3 ,1
наш,пустой,ангел,Баба опять до него Кормилец говорит что это с тобой А он ей только показывает перстом что там где ангел был пустое место а сам ангел у Луки вскрай ног на полу лежит Лука Кирилов сейчас к деду Марою и говорит так и так вот что моя баба видела и что у нас сделалось поди посмотри ,1 ,0
наш,,ангел,Бабочка нежно закидывает лапку на Ангела Ангел морщит нос Веселятся ,3 ,1
наш,,ангел,Бабушка пыталась пристроить ее в швейную мастерскую но народ оказался не способным принять человека который нитку тянет с певучим звуком а с пуговицами разговаривает Народ смеялся над Зоей но той это было как говорится без разницы более того Зоя любила смех вокруг себя она считала что смехом разговаривают в нас ангелы Но дело было не только в смехе ,3 ,1
наш,,ангел,Байков сказал чтобы насмешить Эх по ангелам прямой бы наводкой Никто не засмеялся ,3 ,1
наш,,ангел,Банкетный стол ну просто сказочная скатерть-самобранка Те яства которые на ней не поместились подаются слева и справа ангелами официантами Анатолий Дмитриевич Папанов и я сидевший рядом с ним прямехонько напротив блистательной Брижит были в 60 х годах что называется в расцвете сил и очевидно поэтому не получали удовлетворения от побед над обыкновенной рюмочкой нам хотелось одолевать более солидного противника недаром же мы оба фронтовики ,2 ,0
свой,готовый,ангел,Барон не узнал его в безумии отчаяния мог ли он помнить что-нибудь пояснить себе что-нибудь Он видел в нем только спасителя жены своего ангела и готов был нести его на своих руках в спальню страдалицы Поспешайте ради бога поспешайте восклицал Эренштейн голосом который мог бы тронуть и тигра ,1 ,0
добрый,,ангел,Барыня и так уж больно гневаться изволят такого мне пфеферу зададут Надзиратель в отчаянии огляделся кругом не выручит ли его добрый ангел из беды Такой нашелся в лице молодого профессора Галича очередного дежурного директора который в это время стоял тут же и беседовал с лицеистами ,3 ,1
крупный,,ангел,Барышни хихикнули Нунехия Усфазановна стала созерцать подняв глаза к потолку и делясь впечатлениями ангелочек-мальчик перед ангелочком-девочкой держит зеркало в котором отражается его лицо ангелочек несет сноп пшеницы со снопа падают красные маки и васильки ангелочек-мальчик и ангелочек-девочка с восхищением смотрят друг другу в глаза сидя на холме они же сидя на другом холме слушают пение птиц сидят на загогулинах изображающих ветку посреди потолка более крупный ангел с крылышками бабочки играет на лире среди роз пухлая сдобная ангелочек-девочка с ямочка ми на щеках сидя на яблочке украшает волосы жемчужным ожерельем и всюду розы сирень ,2 ,0
светлый,тёмный,ангел,Баснь доказывает что всякая тварь почитает себя за наилучшую Для сей-то причины европейцы изображают ангела светлым а дьявола темным Напротив того африканцы дьявола светлым а ангела темным ,1 ,0
отверженный,,ангел,Беден кто не нашел его блажен кто его отыскал Но тогда во прах перед ним все страсти все идеалы или как отверженного ангела тебя изгонят из этого неба где ничто не должно существовать кроме душевной невинности Аркадий замолчал и начал ходить по комнате ,1 ,0
отверженный,,ангел,Бедная Ненила Павловна сказала Маша устремив на нее полный сострадания взор вы были сами виноваты вам бы бежать с ним Не решилась мой ангел шутка бежать Но если вы так любили ,3 ,1
отверженный,,ангел,Бедняжки стосковались по настоящей трагедии Бегом смотреть Битву ангелов Т Уильямса в постановке Владимира Андреева Психологическая драма где знаменитый американский драматург обращается к борьбе религиозного и чувственного начал в человеческой душе впервые поставлена на московской сцене ,3 ,1
отверженный,,ангел,Безбрачие он ставил наряду с добродетелями наиболее приятными небесам В красноречивом трактате Приближение к ангелам он не только утверждает что состояние блаженного одиночества обязательно для каждого члена христианского духовенства но и рекомендует принятие его всякому добросовестному мирянину Желание посоветоваться с этим знаменитым теологом и побудило Кенелма отправиться в Оксфорд ,1 ,0
тёмный,,ангел,без которого мир не был бы миром Попав с неба на землю Михаил светлый или темный ангел одинаково жалуется что земля не небо и не то не понимает не то не хочет понять что он уже не на небе и что земле свойственна законная и в общем порядке мироздания благодетельная тяжесть плотность и вязкость Между тем Михаил требует эфира который бы мгновенно выполнял его добрые или злые волеизъявления ,1 ,0
тёмный,,ангел,Безмятежный город над Бухтой Ангелов привлекал к себе и политических изгнанников и интеллектуалов в поисках свободы самовыражения вдали от царской цензуры ,1 ,0
тёмный,,ангел,Без сомнения согласился Аггей Никитич хотя все-таки оставался при убеждении что Егор Егорыч не должен ничем земным волноваться а думать только о масонстве которое он так хорошо знает На этой мысли он вошел с Мартыном Степанычем в дом и они снова увидали отца Василия который несколько важно раскланиваясь с встречавшеюся ему прислугою прошел в комнату Егора Егорыча куда войдя поздравил именинника со днем ангела и подав ему заздравную просфору благословил его причем Егор Егорыч поцеловал у отца Василия руку и сказал ему своей обычной скороговоркой Садитесь отче ,1 ,0
тёмный,,ангел,Безысходное отчаяние звучало в этом голосе Казалось человек с рупором в последней надежде вопиет к ангелу на шпиле Петропавловской крепости Они прошлись по берегу наконец Гайпель поглядев на часы сказал ,2 ,0
тёмный,,ангел,Без этой учености и без этого философского воспитания невозможно было бы создание церковного богослужения столь наглядно и поэтически живописующего христианской пастве и философию Церкви и ее историю Ибо церковные песни возгласы моления обдуманно пользуются всяким поводом чтобы напомнить о Троичности Единосущного Божества о воплощении Второго Лица о девственности Богоматери об ангелах о характере и заслугах того или другого святого Этому пластическому поющему и движущемуся воплощению как философии христианства так и его истории этой художественной материализации их мы православные обязаны тем что многое множество даже безграмотных простолюдинов наших достаточно для их умственных сил знакомы с основными догматами христианского учения ,1 ,0
тёмный,,ангел,Белую-белую как снег на горных вершинах Как крылья ангела У этого цвета было слишком много обязательств само собой разумеется одной ночью не отделаешься ,1 ,0
падший,,ангел,Б Ельцин с точки зрения обще ственного мнения бывший падшим ангелом пострадавшим за народ мог сделать ставку на противостояние утратившему популярность и поддержку коммунистическому режиму Полагаю что свою роль сыграл и факт наличия в бывшем СССР арсенала ядерного оружия ,1 ,0
падший,,ангел,Беречи ближнего войди и в разум сего святоотеческого слова Кто себя видит в брате не видит Ежели б мог я себя по-настоящему каков я есть красавец увидеть дак ужаснулся б я Брат-от ангелом бы показался А ежели и бросил отругиваться опомняся захлопнул пасть-ту свою окаянную дак без злобы язык-от прикуси ,1 ,0
жалостливый,,ангел,Беру перо Природный механизм выживания а может быть мой жалостливый ангел шептал мне утешения и учил сдержаться притормозить разгон и я бы справился но черт давно уже звучавший тонкой фистулой задавленный в ее сжатых губах стон вдруг разъяснился и я не вынес устремил вперед весь свой космос и сразу взрыв разнес меня в рваные куски никогда больше не составившие ладного и послушного целого которым я так гордился ,3 ,1
жалостливый,,ангел,Беседку Парамона мы всю увешали картинками конечно лубочными духовного содержания бесы ангелы скелеты старцы-мученики виды мощей монастырей уединенных мест затворников пещер и проч и проч все это мы наперерыв друг перед другом несли к нему в беседку и наклеивали на стены На потолке были ангелы глаз божий и уверяю вас этот глаз был для нас живым настоящим божиим глазом который решительно все видит все до малейших душевных дви жений ,1 ,0
беспаспортный,,ангел,Беспаспортный и ангелы являются Ангелы Паспорт-то где ,1 ,0
беспаспортный,,ангел,Бес попятился Стал на карачках отползать задницей прокладывая себе путь в побегах заплетаясь хвостом и поминутно ожидая что жук вот-вот обернется грозным ангелом и покончит с ним Страх сковал его ,1 ,0
беспаспортный,,ангел,благоговения нежности и любви радостной чистоты к нашим отношениям в частности я радовался что никаких в этих отношениях не было периодов и мертвых дней и встреч Все было как кованое всегда одинаково напряженное чистое до прозрачности как пальцами ангелов сделанное время вся зима как будто сама Зима Как я люблю сейчас это все нами прожитое ,3 ,1
беспаспортный,,ангел,Благодарю вас мой ангел Бог вас наградит за это ,1 ,0
беспаспортный,,ангел,Благодарю вас мой ангел но не говорите об этом Мне все равно ,3 ,1
беспаспортный,средневековый,ангел,Благодарю вас На здоровье сказал Алексей трубным гласом был он ростом вершков на двенадцать выше двух аршин широкоплечий с круглым румяным лицом кудрявый точно ангел средневековых картин Красавец какой неодобрительно отметил Самгин шагая по цементному полу ,2 ,0
беспаспортный,,ангел,Благодарю мой ангел Я не сомневаюсь ,3 ,1
беспаспортный,,ангел,Благодаря несознательному отношению крестьян к произведениям искусств из усадьбы были вывезены различные шедевры и в Кинешме торжественно открыт музей Гордостью музея были три картины на первой была изображена дохлая рыба раскрывшая рот пустая бутылка и кочан капусты с подписью голландская школа на второй приписываемой Андреа дель-Сарто очень большегрудая дородная баба кокетливо улыбалась почтальону в костюме ангела и с глазами барана третья была испещрена различными фиолетовыми и просто грязными как бы чернильными пятнами долженствовавшими передавать по мнению Врубеля нечеловеческую страсть Демона ,3 ,1
беспаспортный,,ангел,Благословенна и смерть Ангелы не могут нуждаться ни в рождении ни в смерти для того чтобы жить но для людей необходимо неизбежно и то и другое Амиель ,1 ,0
беспаспортный,,ангел,Благословляет и клянет пророк На ангелов ходивший в одиночку Я тот кто жил во времена мои ,1 ,0
беспаспортный,,ангел,Благоуханное имя Когда одна девочка была больна то Бог велел ангелу идти и плясать перед нею чтобы забавить её Ангел подумал что неприлично ангелу плясать перед людьми ,1 ,0
беспаспортный,,ангел,благочестия к нечестью привесть Всякие соблазны творит он даже в светлую ризу ангелов иногда облекается и слабых яко бы ко спасению ведет в ров вечной погибели Чудеса даже творит премерзкий яко бы от господа бываемые ложных пророков воздвигает влагая в уста их словеса неправды яко бы слово господней истины ,1 ,0
беспаспортный,,ангел,Блажен сын мой не могущий зрети угрожающего нам бедствия чувствительная душа его не могла бы пренести толикого удара и он бы всегда исторжен был из объятий отца своего Но повествование ангела вселяет смятение и ужас в сердцах сынов Иаковлих кажется что толиких добродетелей описание обличало их жестокость Сей муж рек Симеон сам в себе сей муж странным помогает а я брата моего принес на жертву ,3 ,1
беспаспортный,,ангел,Блудодеяния же и всякаго беззаконнаго плотоугодия отвращайтесь Ибо зело тягостно для совести и опасно для спасения нарушить клятву данную пред лицем олтаря засвидетельствованную Богом и Ангелы его А притом сие же причиняет развращение добрых нравов разорение богатых домов и великия в родствах возмущения ,1 ,0
беспаспортный,,ангел,Бог Ангел Все любят Лео ,1 ,0
беспаспортный,,ангел,Бог Господь снисходит к нашему ограниченному разумению и выражает нам истину в наших словах Думаю когда мы умрем и освободимся от этого понятийного языка то с улыбкой будем смотреть на наши представления о Боге духовном мире ангелах вечности которые мы имели даже читая Откровение Тогда мы с одной стороны поймем все убожество этих наших представлений с другой увидим каким благом для нас было это прикровенное Откровение Божие о Себе о человеке о мире ибо оно указывало нам путь средства и направление спасительной жизни ,1 ,0
беспаспортный,хрустальный,ангел,Бог его знает за посланца каких чертогов принял он бездомный бродяга ту белую лебедь на случайном песчаном бережку копая с вечера червей когда звезды так и чиркали по небу подводя итоги сезона В каких чертогах он сам себя представлял в илистой мути своего воображения а может и в сверкающих гранях чистейшего кристалла нам-то почем знать когда ангел этот хрустальный не касаясь земли подплыл к нему сидящему на корточках и загадочно молвил с высоты Товарищ обвенчайтесь со мной я дам вам десять рублей И взял его холодной рукой за локоть и пове ,2 ,0
беспаспортный,,ангел,Бог его знает что он хотел этим сказать и главное кому потому что было очень рано и никого вокруг не было Падал ангел с колонны под тяжестью креста и смотрел как по растрескавшейся площади бескрайней как Тихий океан как полушарие Земли бежит со знаменем в руках маленький Абакасов И вот уменьшается площадь и нет уже ангела и далеко внизу в сером просторе площади алая капелька паруса тонет в тумане утренних лучей ,2 ,0
беспаспортный,,ангел,Бог милостив своим тихим спокойным голосом промолвил ангел как бы догадавшись о мучительно-тягостной думе Терентия все еще находившегося в неизвестности насчет того куда он идет что ожидает его впереди Наконец Тереха и его ангел-хранитель поднялись на самую вершину горы Тропинка по которой они шли уперлась в решетку ,1 ,0
беспаспортный,,ангел,Богородица и преклоненный перед ней св Августин 2 Зачатие Пресвятой Девы в том же роде как у нас в Эрмитаже 3 Св Леандр и Бонавентура 4 Рождество Спасителя 5 Св Феликс подносящий Христа-младенца Богородице 6 Св Фома раздающий милостыню нищим 7 Св Юста и св Руфина поддерживающие модель Хиральды 8 Св Антоний падуанский и Христос-младенец являющийся на библии 9 Зачатие Пресв Девы над Нею Бог-отец и сонм ангелов 10 Тот же сюжет 11 ,1 ,0
беспаспортный,,ангел,Богословие начинает заниматься постановкой проблем которые не имеют никакого принципиального значения в жизни человека Вековые дискуссии посвящаются вопросам следующего характера общие понятия реальны или номинальны т е существуют сами по себе или остаются только именами или сколько ангелов поместится на кончике иглы т е каково соотношение нематериальных субстанций и материального пространства и т д причем многие из подобных споров заканчивались кострами инквизици и Богословие таким образом превращается из средства научения человека пути ко спасению в средство развлечения для праздного человеческого ума становится по сути разделом философии ,1 ,0
беспаспортный,движимый,ангел,Бог создал бесчисленное множество словесных духовных тварей Ангелов движимый единственно благостию Своего существа создал для Себя как и всю тварь вещественную и духовно-чувственную человека чтобы они Ангелы и человеки исполняли волю Его единственно святую благую премудрую всемогущую совершенную блаженную и были бы чрез то вечно блаженны И три части умных тварей остались верны и вечно блаженны чрез преданность Богу а треть ангелов отпали чрез гордость и своеволие и за нераскаянность и пребывание в бесконечной их злобе осуждены праведны м Творцом на вечную муку в огне вечном ,1 ,0
