arg1,arg2,word,sentence,verb_idx,label
полный,,абсурд,В первую минуту мой разум категорически отказался постигать тот факт что человек с которым я час назад разговаривала по телефону лежит теперь в виде трупа на полу собственной квартиры Это был полный абсурд Я никак не могла свести воедино два события тот разговор и эту информацию по телевизору ,1 ,0
полный,,абсурд,В переводе с французского оно означает притворство а в наших юношеских кругах так называлась политическая мимикрия с диверсионными целями По почину одного разоблаченного ныне провокатора Слезнева в Петербурге тех лет даже возникло такое объединение среди учащихся членам которого рекомендовалось вступать в царские учрежденья вплоть до охранки чтоб взрывать изнутри ненавистный режим путем доведения его мероприятий до абсурда Я охотно мог бы дать вам адресок одного из бывших моих однокашников по Лесному институту ,1 ,0
полный,,абсурд,Вплоть до середины века обучение и дисциплина здесь держались на жесточайшей системе телесных наказаний Иногда это доходило до абсурда рассвирепевший Аракчеев лично выдирал усы гренадерам но сторонниками телесных наказаний были и Румянцев и Суворов солдатушкам палочки Угроза шпицрутенов делала свое дело во время убийства любимого солдатами Павла офицер отдал команду спешившим на помощь государю гренадерам и те замерли как вкопанные ,1 ,0
полный,,абсурд,В Подгорице умение вертеть комбинации не потребовалось Как раз наоборот против традиционно сведущих в баскетбольной геометрии югославов самым расчетливым противоядием виделась игра антипозиционная ускоренная едва ли не до абсурда и головокружения соперника Так ЦСКА и сыграл ,1 ,0
абсолютный,,абсурд,В поминавшейся уже статье Загадка Носа и тайна лица мы предположили что разгадать ее можно только с помощью лица то есть расширив наш взгляд от части до целого и подставив на место носа как мнимого предмета и мнимой темы лицо как реальный предмет и реальнейшую тему творчества Гоголя Раздвоение носа в сюжете своим абсолютным абсурдом отсылает к лицу ибо это в сущность лица и входит та двойственность совмещения физических и духовных характеристик та смысловая омонимия какой совершенно лише н конечно нос и это именно лицо таит в себе возможность того раздвоения расщепления анализ которого дал Флоренский ,2 ,0
абсолютный,испытуемый,абсурд,Впоследствии об этом же писала Л Ф Обухова обсуждая соотношение данных лабораторного эксперимента и жизненных реалий 15 В П Зинченко обвиняет психологов в создании абстрактных миров и считает что любой эксперимент несет на себе печать абсурда 14 Испытуемые ученики классов гимназии 1541 Москвы ,1 ,0
весёлый,который,абсурд,В преддверии века Думаю нам надо погрузиться с наслаждением в эту Игру и довести ее до серьезного научного обоснования до веселого абсурда который догадываюсь и есть правда искусства 1986 ,1 ,0
весёлый,,абсурд,В применении к нему причем много чаще чем к Добычину используется термин абсурд Однако эти абсурды принципиально разной природы хотя оба связаны с дискредитацией подрывом классического принципа связности У Хармса на смену бесстрастной камере приходит сумасшедший беллетрист ,1 ,0
весёлый,,абсурд,В противном случае существует опасность утонуть в бесконечных судебных разбирательствах где пришлось бы доказывать чуть ли не каждое сказанное героями книги слово а это уже абсурд Поэтому обращение Белорусского ПЕН-центра в Институт литературы АНБ с просьбой сделать независимую литературную экспертизу опубликованного в Комсомольской правде отрывка из документальной книги С Алексиевич Цинковые мальчики представляется в данной ситуации естественным и может даже единственно возможным способом решить конфликт ,2 ,0
весёлый,,абсурд,Впрочем и это отдельная тема Есть парадоксы которые возможны только в юности позже они выглядят абсурдом Мирон Семенович Вовси не случайно предлагал мне отнести документы в медицинский ,1 ,0
весёлый,,абсурд,Впрочем свои сумасшедшие записки Чехов воплотил в драматургических опытах в своих сумасшедших пьесах о сумасшедших людях предвосхитив театр абсурда Чайка приналежащая перу освифтевшего Беккета Эндшпиль сочиненный гулливерствующим энтомологом Чеховым почему бы и нет ,2 ,0
весёлый,,абсурд,В разных сферах жизни атома проступала общая черта одинаково абсурдная с точки зрения вековечного здравомыслия науки Однако удвоение абсурда не увеличивало его Напротив в безумии природы как в поведении принца Датского обнаруживалось нечто систематическое ,1 ,0
весёлый,,абсурд,В рамках контрольной деятельности все экспертизы также проводятся бесплатно не счел лишним напомнить Владимир Путин Требовать за них деньги с проверяемых это наглость и абсурд За это нарушение должны быть предусмотрены серьезные санкции ,1 ,0
полный,,абсурд,В реальность тигра они не поверили Существование острова было признано полным абсурдом Тогда мальчик задал им вопрос Какую историю вы хотели бы услышать со зверями или без зверей ,1 ,0
полный,,абсурд,В редакции с Копориной без повода не заговаривали даже мерзавцы Просить у нее одолжения считалось абсурдом Все равно что одолжить у скорпиона жало ,1 ,0
полный,,абсурд,В результате во второй период войны больше еще чем в первый проявляется несогласованность и стремление главнокомандующих фронтами преследовать свои местные цели Ставка же налаживает соглашения прибегает к уговорам и компромиссам доходящим до абсурда когда например весною 1916 г два главнокомандующих сорвали подготовленную большую операцию и притом совершенно безнаказанно Об этом говорю в следующей главе ,1 ,0
полный,,абсурд,В результате прибыли сильного и слабого хозяйства относительно выравнивались Это абсурд но к нему пришли закономерно Власть создавшая идеологически правоверную но экономически нецелесообразную колхозно-совхозную систему была вынуждена оберегать ее от развала админ ,1 ,0
полный,скрытый,абсурд,В России во власти остро ощущается непонимание роли науки в современном обществе Это же абсурд скрытый оборот лженауки уже превысил официальное финансирование настоящей науки В США объемы бюджетного и частного финансирования науки примерно равны ,1 ,0
полный,,абсурд,Вряд ли можно считать справедливым закон о трудовых пенсиях вводящий ограничительные коэффициенты которые уравнивают пенсии людям с высокой и низкой зарплатами Потолок пенсии в 2 тысячи 100 рублей для всех это абсурд Нельзя создавать условия при которых все пенсионеры опустятся ниже прожиточного минимума ,1 ,0
полный,,абсурд,Вряд ли стоит пробовать на вкус сильно терпкие плоды груши иволистной и иных декоративных груш неспелые плоды рябин и калин Вообще желание наших садоводов-экспериментаторов из всего получить практическую пользу порой доходит до абсурда Пример тому выращивание так называемого земляничного шпината чьи земляники на вкус лебеда лебедой ,1 ,0
полный,,абсурд,В своe время Вайль и Генис взяли советский школьный учебник литературы и переписали его по-своему В их интерпретации ценность русских писателей определялась тем сколько абсурда и хаоса они вносили в своe творчество Божественная бессмыслица важнейший элемент Войны и мира писали они ,1 ,0
полный,,абсурд,В своем выступлении Юрий Лужков проанализировал состояние экономики страны в том числе перспективы вступления России в ВТО с которым нельзя торопиться как когда-то с обвальной приватизацией По его словам логические решения правительства РФ порой доводятся у нас до абсурда Это касается в частности службы занятости которую передали на федеральный уровень в результате безработица увеличилась вдвое ,1 ,0
полный,противоречивый,абсурд,Все было обыкновенно и просто в Саласпилсе здесь все казалось невероятным словно одна его драгоценная жизнь противопоставленная жизням сотен замученных им была несоразмерно высокой ценой Так устроена ущербная часть человечества представление о ценности жизни бывает до абсурда противоречиво Закоренелому преступнику ни в грош не ставящему чужую жизнь его собственное жалкое существование кажется самым ценным ради чего стоит пожертвовать миром ,1 ,0
полный,,абсурд,Все было окутано белой мглой Лететь казалось абсурдом Куда полетишь когда ничего не видно в двадцати шагах ,1 ,0
полный,,абсурд,Всегда был очень уверен в себе и резко критиковал других невзирая на лица Не боялся дойти в своей прямолинейности до абсурда и ткнувшись лбом в стену не боялся повернуть обратно Даже странно что будучи в поэзии однолюбом в жизни он тоже однолюб Третьяков так много и долго менял свою политическую ориентацию ,1 ,0
полный,,абсурд,Все наши в панике Я не придал значения абсурд Продолжал спокойно работать на поездки не напрашивался тем более что пошли больные здесь ,1 ,0
полный,,абсурд,Все они очень симпатичные люди Идрис в Аргуне веселый и несуразный ни про кого не говорит плохо Хасан в Гудермесе мягкий интеллигентный переживающий за всех Шамиль в Грозном серьезный молодой аскет его родители погибли во время войны братья и сестры уехали в Ингушетию теперь он живет один в большом холодном доме единственным украшением которого являются расклеенные по стенам желтые карточки с английскими словами Всех этих людей объединяет безоговорочное желание оказывать помощь в общей обстановке страха и абсурда это очень важный мотив остаться в Чечне ,1 ,0
полный,,абсурд,Все равно чем громче тем пошлее Очевидный поверхностный слой абсурда официоз Среди деградации и дегенерации произносятся фразы об инновациях и модернизации ,1 ,0
полный,,абсурд,Все что в нас есть и здравого смысла и разума малого большого и огромного все моральное чувство наше встает на дыбы в ответ на притязание такой веры Киргегард превосходно понимает это оттого он столько говорит об Абсурде и об отстранении этического Оттого он и решился пред лицом всей Дании ,1 ,0
полный,,абсурд,Все эти люди от Маркса и до меня заразив коммунизмом человечество дали ему возможность переболеть этой болезнью и выработать иммунитет которого может быть хватит на много поколений вперед Но из всех разрушителей коммунизма мне удалось больше других потому что именно я на практике довел это учение до полнейшего абсурда Он сообщил мне это с явной гордостью и опять замолчал ,1 ,0
полный,,абсурд,Все эти мысли почерпнуты из нашумевшей за последнее в ремя книги немецкого философа Отто Вейнингера который является ярым противником какого бы то ни было женского движения и доходит в этом до абсурда Г-н Ашкенази присутствующие на лекции женщины устроили скандал требуя немедленного удаления его с кафедры Лекция не была закончена и референт среди свиста и шум а дожжен был удалиться ,1 ,0
полный,центральный,абсурд,Все эти универсальный формулы обходились человечеству ужасно дорого Боровшиеся печатно с такими универсальными формулами пытались между прочим довести магистериум до абсурда в Центральной Африке универсальное средство придуманное теперь великими державами для соседей и для России само довело себя до абсурда Я говорил в этой статье только о черных ,1 ,0
кровавый,который,абсурд,Все это лишь одно из самых незначительных последствий наличия в Российской армии 2 тысяч генералов Именно безмерно раздувшийся генералитет есть причина того зачастую кровавого абсурда в который превратилась наша армия Его амбиции потребности в бесплатной и безропотной рабочей силе не дают стране отказаться от изжившего себя всеобщего призыва в армию ,1 ,0
кровавый,идеалистический,абсурд,В силах был справиться с проблемами лишь один Франц Баадер но путь его был особый не тот что у всей философии Германский идеализм довел до пределов до абсурда идеалистическое течение в котором в призрак и отвлеченность превратились реальность свобода личность Весь опыт новой философии громко свидетельствует о том что проблемы реальности свободы и личности могут быть истинно поставлены и истинно решены лишь для посвященных в тайны христианства ли ,1 ,0
кровавый,,абсурд,В Скандинавских странах 54 55 в развитых странах с социальным уклоном например во Франции 41 44 в динамично развивающихся странах ниже 35 а в быстро развивающихся странах уровень налогообложения доходил до 17 изъятий когда они выходили из тяжелой экономической ситуации Снижение налогов необходимо вопрос в том чтобы не довести это до абсурда то есть без штанов не остаться Пока же нельзя говорить о том что введение единой ставки подоходного налога действительно увеличило его собираемость ,1 ,0
кровавый,единственный,абсурд,Вследствие того что она категорически отказала в сожительстве местному деревенскому козлу молока у нее так и не появилось Строптивость ее доходила до абсурда единственный способ загнать ее в сарай выглядел так два дюжих мужика тянули ее за рога прочь от сарая а потом внезапно по команде разжимали руки Под силой собственного противодействия коза влетала в сарай и оставалось тол ,1 ,0
кровавый,обычный,абсурд,В следующее мгновение происходит событие-двойник толпа рождает милиционера В мире живущем по законам абсурда как впрочем и в обычной действительности ничего другого ждать не приходится среди толпы почувствовавших себя свободными людьми внезапно появляется милиционер словно рожденный их собственным подсознанием ,1 ,0
кровавый,,абсурд,В случае если бы инцест с Лолитой привел к зачатию то с вероятностью более девяноста процентов генетическая цепочка плода полностью совпала бы с его Легиона собственной По всем законам это было абсурдом ибо устоявшаяся незыблемая теория исключала подобные совпадения но тем не менее после двукратной проверки вывод подтвердился приходилось признать в данном случае возможность реализации невозможного Обдумывание парадокса привело к неожиданному умозаключению ,1 ,0
кровавый,прозаический,абсурд,В случае Марка Стрэнда однако мы встречаем нечто настоящее как и в случае Збигнева Херберта и Макса Джейкоба хотя я очень сомневаюсь что кто-то из них был источником вдохновения для Стрэнда Ибо в то время как эти два европейца грубо выражаясь выдалбливали свои замечательные камеи абсурда прозаические стихи Стрэнда или что скорее выглядящие прозой стихи разрешаются сумасшедшим великолепием чисто лирического красноречия Это замечательные блестящие необузданные речи монологи главная движущая сила которых чисто лингвистическая энергия пе ,2 ,0
кровавый,поэтический,абсурд,В спектакле Стуруа я увидела не просто абсурд а абсурд поэтический смешной и возвышенный и кстати очень грузинский Н К Да но пьеса-то как будто о другом написана ,2 ,0
кровавый,,абсурд,Вспоминать делиться воспоминаниями право каждого а чьи воспоминания правильнее рассудит только время Воспоминания Земфиры Мустакимовой родственникам композитора тоже могут показаться абсурдом Но мы решили опубликовать интервью с ней ,1 ,0
кровавый,,абсурд,В споре иногда применяется прием известный как доведение аргументов до абсурда Антишолоховедение применяет его по отношению к себе ,1 ,0
кровавый,,абсурд,В США например принято что любой кандидат намеченный на ответственный государственный пост проходит проверку Федерального бюро расследований Иногда это доходит до абсурда Помню в конце 70 х годов Аверелл Гарриман был назначен членом делегации США на очередную сессию Генеральной Ассамблеи ООН ,1 ,0
кровавый,,абсурд,Всю дорогу до студии Лизавета мучилась а когда они форсировали ямы которых немало и в центре города даже несколько раз вскрикнула плохая подвеска делала удары взбунтовавшися пружин просто нестерпимыми Заодно Лизавета ругала Савву который довел свои принципы до абсурда Савва вяло отругивался и все старался свести разговор к будущему репортажу о школе телохранителей ,1 ,0
кровавый,тот,абсурд,Всякий другой на месте этого последнего нашел бы возможность как-нибудь извернуться и не брать на себя ответственности за крайние выводы всегда как известно компрометирующие всякого рода теории Разве кантовская теория априорности не приводит к абсурду к тому что называется на философском языке теоретическим эгоизмом т е к необходимости каждому человеку думать ч то кроме него нет больше никого во всей вселенной ,1 ,0
кровавый,,абсурд,всякий человеческий расчет для него давно перестал существовать Через страницу он прибавляет 31 движение веры должно всегда делаться в силу Абсурда но нужно помнить что при этом не теряется конечное а полностью и целиком приобретается Несколько дальше чтобы еще нагляднее пояснить как он понимает веру рассказывается вымышленная история о бедном юноше влюбившемся в царевну ,1 ,0
кровавый,решительный,абсурд,В таком случае и мне надо посовещаться с моими дедушкой и бабушкой говорит Зотов Не доводите до абсурда Решительная женщина ,1 ,0
заведомый,,абсурд,Второе с этим кровожадным свинством каким-то образом связан Легион Паулс покойный брат Лолы Это тоже было известно хотя до сегодняшнего дня казалось заведомым абсурдом И наконец треть ,1 ,0
заведомый,последний,абсурд,В трудах К Смирнова или А Кораблева эта позиция с полной очевидностью доведена до абсурда Последние ,1 ,0
самый,,абсурд,В уголовных делах против предпринимателей то же самое Абсурд Паралич логики ,1 ,0
самый,,абсурд,В фильме нет концентрации безысходности черноты гротеска абсурда напротив он суховато внешне как бы даже бесстрастно констатирует стечение обстоятельств вполне привычных для нынешней казахской и российской реальности Когда человек если он не принадлежит к партии клану мафии оказывается в критической ситуации беспомощен потому что прежние способы его государственной защиты уже разрушены а новые не созданы ,2 ,0
самый,,абсурд,В ход была запущена вся мощь средств обычно применяемых государственной машиной На головы обывателя мощным водопадом обрушилась доведенная до абсурда и преподнесенная в лучших традициях 1937 года информация Коммунистические журналисты не скупились на эпитеты и метафоры дабы новой репрессивной эпохе представить новых врагов народа ,1 ,0
самый,,абсурд,В ходе дискуссии впрочем выяснилось что главное в вопросе равноправия мужчин и женщин это не разница в зарплате и не дискриминация по половому признаку при принятии на работу По словам зампреда заксобрания Ульяновской области Татьяны Сергеевой если так хочется эту тему довести до абсурда то давайте будем в магазинах продавать продукты по половому признаку дешевле для женщин которые получают за свой труд меньше чем мужчины Вместе с тем члены комиссии посоветовали не заострять особое внимание ,1 ,0
самый,,абсурд,В целях революционной пропаганды все это могло быть очень хорошо до революции Но это стало абсурдом с того момента как революция вспыхнула и как русские крестьянские и рабочие массы сами превратились в революционеров и пожелали выдвинуть своих революционных вождей Говоря иными словами русские революционеры всегда упускали из виду что дух жертвенности не есть их личная привилегия в качестве вождей народа но что он неотъемлемая принадлежность всякой вообще революционной психологии ,1 ,0
самый,известный,абсурд,В Чайной розе довел и до абсурда известное всему путешествующему миру бескорыстие испанских официантов чье расположение не купишь ни за какие чаевые но можно обрести улыбкой шуткой уместным замечанием о корриде скачках или футболе Здешних официантов вы могли осыпать золотом чаевых и золотом самых лучших слов а в следующий раз так же тщетно взывать о милосердии ,1 ,0
самый,,абсурд,В чем она В потере смысложизненных ориентиров в доведнном до абсурда следовании ложным ценностям Конечно проблема эта не нова ,1 ,0
самый,,абсурд,Выглядит он как Отличается от последнего в сторону редкой доходящей до абсурда живучестью Характер нордический с уклоном в веселый сволочизм и едкую подначку с оказанием помощи на месте если надо ,1 ,0
самый,,абсурд,Вы говорите как будто я провокатор Абсурд Нелепо ,1 ,0
самый,ваш,абсурд,Вы говорите что до сих пор не существует понятия грузин но для любого знакомого с предметом известно что это абсурд Что же по Вашему ,1 ,0
самый,,абсурд,Вы можете на меня рассчитывать Генрих Иванович Шаллер понял что надо немедленно заканчивать разговор либо ситуация грозит полностью выйти из-под контроля и дойти до абсурда Останемся друзьями жестко сказал полковник ,1 ,0
самый,,абсурд,вырвалось заполнило сцену и зал рвущее душу человеческое страдание И мелодия военной поры неоднократно уже в спектакле звучавшая спародированная издевательски сниженная отделилась от жалкого раздавленного абсурдом быта обрела свою изначальную чистоту Это как я люблю тебя эхом донесшееся из давнего-давнего ,2 ,0
самый,,абсурд,Выходит и тут наши прохиндеи постарались Абсурд же так думать Григорий Степанович Просто совпали самые разнородные обстоятельства ,1 ,0
самый,,абсурд,Выходит мы живем в какое-то странное время Нами создана энергетика абсурда Мало того что мы сжигаем ценные и невосполнимые природные богатства нефть уголь природный газ но вдобавок делаем это таким образом что загрязняем окружающую среду и отравляем самих себя ,1 ,0
самый,,абсурд,Выходит что Яков Шифф командует не нами только а всем миром Доведенная до таких крайностей до абсурда карикатура очевидно теряет то политическое значение на которое она рассчитана Очевидно на Англию на Францию на Америку действуют не эти аргументы не хватание за горло Якова Шиффа а очевидно что-нибудь другое ,1 ,0
самый,,абсурд,Вы хотите сказать что все было подстроено заранее Но ведь это же абсурд засмеялся Артем Несуществующие номера могли опубликовать в какой угодно последовательности по отношению к нужному ,1 ,0
целый,маленький,абсурд,Вы хотите чтоб и волк был сыт и овцы целы Абсурд Вы как маленький или как по уши влюбленный ждете какого-то чуда от женщины ,1 ,0
полный,,абсурд,Вы что подозреваете что Весник шпион Но это же простите полнейший абсурд Ему поручали закупать современное металлургическое оборудование для Магнитки Кузнецка ,1 ,0
справедливый,который,абсурд,Выяснилось что в десятимерном пространстве эта теория вполне справедлива Абсурд который на первый взгляд был хоро ш только одним математически точно связывал все несоединимое прежде ,1 ,0
справедливый,,абсурд,В этих цифрах заключена была некая магическая сила Тысячу раз они переносили меня из царства абсурда в границы действительной жизни Главное чтобы рядом оказался телефон ,1 ,0
справедливый,,абсурд,В это же самое время стало окончательно ясно что эксперименты по созданию наёмной армии состоящей из контрактников с треском провалились Конечно сам тот факт что небезызвестная партия СПС вообще допущена в каком бы то ни было виде к вопросам касающимся национальной безопасности уже является абсурдом Результаты эксперимента с контрактным набором в 76 й Псковской дивизии мягко говоря не радуют ,2 ,0
справедливый,духовный,абсурд,В этой книге есть небольшое эссе которое называется Определения литературы Я там пишу что словом литература обозначаются явления весьма разные эстрадный скетч и детская сказка философский роман и документальный репортаж драма абсурда и духовное песнопение перечислить можно много Есть книги которые читаешь для развлечения для отдыха есть книги над которыми надо напряженно думать и это замечательно ,2 ,0
справедливый,,абсурд,В этой области она во всяком случае феномен Рядом с такой проникновенной и убежденной ложью в некоторых пунктах та же Палем до странности до абсурда верит в правду Она вовсе не понимает шутки не понимает всей пустопорожней условности некоторых серьезных лишь по форме а вовсе не по содержанию ,1 ,0
справедливый,,абсурд,В этой поездке рядом с президентом не было видно офицеров с ядерным чемоданчиком неужели кнопку ему уже страшно доверять Кажется всем ясно с этим абсурдом надо что-то делать Но что ,1 ,0
политический,,абсурд,В этой ситуации президент должен либо распустить Думу и сохранить правительство либо правительство уйдет и бюджет принят не будет Возникает политический абсурд Правые также уверены что большинство Думы акцию коммунистов и Яблока не поддержит ,1 ,0
политический,,абсурд,В этом отношении Пределы роста далеко не безупречны выводы чересчур поспешны им придан статус абсолютных Опыт научного прогнозирования показывает что важнейшие динамические ряды статистические показатели изменения параметров развития общества за пределами 2000 года приводят к абсурду Касается ли это развития науки техники топливно-энергетической минерально-сырьевой продовольственной базы или транспорта всюду заведомо нереальные значения ,1 ,0
политический,,абсурд,В этом рыцарь веры так же тверд как и рыцарь резиньяции Единственное что его может спасти это Абсурд и через веру он его обретает Он постигает невозможность и в то же мгновение он верит в Абсурд ,1 ,0
политический,,абсурд,В этом смысле единственным реальным соседом Платонова по языку я бы назвал Николая Заболоцкого периода Столбцов Если за стихи капитана Лебядкина о таракане Достоевского можно считать первым писателем абсурда то Платонова за сцену с медведем-молотобойцем в Котловане следовало бы признать первым серьезным сюрреалистом Я говорю первым несмотря на Кафку ибо сюрреализм отнюдь не эстетическая категория связанная в нашем представлении как правило с индивидуалистическим мироощущением но форма философского бешенства продукт психологии тупика ,2 ,0
